TERREL.DAT      2.0             Header structure with coordinate parameters      
   2
Produced by TERREL Version: 3.69  Level: 110330                                   
Internal Coordinate Transformations  ---  COORDLIB   Version: 1.99   Level: 070921
LCC     
25.4418 N       119.4429 E       30N             60N             
 0.00000000E+00 0.00000000E+00
WGS-84  02-21-2003  
     80     80       -40.0       -40.0       1.0       1.0
KM  M  
W_E N_S 
     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2    95.2   104.1
    37.4     6.5     7.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   435.4   484.6   505.3   527.5   498.0   660.6   690.3   615.5   619.1   589.3
   624.3   593.7   528.7   419.9   202.1   489.9   526.3   578.1   325.3   286.4
   170.0    58.8    24.7    16.7    33.3     5.2     4.6    16.1     3.7    31.3
     7.3    22.2   196.1    55.4    37.3     6.2     4.4    13.7    71.7    34.9
    19.3     3.7     3.8    10.0     0.2     1.1     0.0     0.0    35.6     0.0
     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
     0.0     0.0     0.0     0.0     0.0     0.0    12.4    85.1    81.0    63.7
     8.5     6.9     9.3     5.0     0.0    28.7    16.8     0.0     0.0     0.0
   487.5   469.2   553.6   557.6   560.4   587.9   554.6   578.4   593.6   591.1
   587.3   475.0   573.7   282.3   126.4   418.8   350.4   190.1   169.4   171.1
   184.2    65.7    33.7    19.5    12.4     7.8     5.0     2.6     4.0    11.8
     3.9    31.5    48.8    71.9    15.3    10.5    28.1    25.0    33.8    19.7
     6.3     6.0    10.8     6.8     5.5     0.0     0.0     0.0    12.1     0.0
     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
     0.0     0.0     0.0     0.0     0.0    18.7    60.1   108.6    63.6    15.4
     6.1    17.2     9.1     7.0    40.9   243.3    97.1    63.4     0.0     0.0
   493.7   496.8   553.0   717.4   550.6   583.0   455.5   530.1   553.4   549.4
   424.7   396.7   516.1   554.6   170.4   126.8   196.1   109.0   219.9    41.1
    32.6    26.1    21.7    16.2    13.2     8.8     6.2     3.1     2.5     2.7
    11.1    55.8     8.0    50.7    15.8    25.2    37.2    35.5    33.3    14.2
    11.2    12.8    14.8    15.2     1.9     0.0     0.0     0.0    24.4     0.0
     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
     0.0     0.0     0.0     0.0    17.1    37.9    35.4    19.7    25.9     6.9
    27.8    10.8     9.6     7.6    19.7   211.4   261.3   344.5   168.9    17.5
   475.6   537.6   478.5   672.2   590.0   461.0   407.3   453.5   570.8   592.6
   468.8   514.1   366.1   557.7   355.3   115.5    75.1   322.5   231.4   210.3
   196.4   137.6    36.2    15.9    17.7    13.4    14.8    11.1     3.3     2.2
     1.7    19.4    16.9    10.1    23.9    26.3    33.5    27.7    26.8    24.6
    20.9    23.4    16.6     4.1     0.9     0.0     0.0     0.0     0.0     0.0
     0.0     0.0     0.0     0.0     0.0     3.7     0.0     0.0     0.0     0.0
     0.0     0.0     0.0     0.0     3.2    29.5    38.8     9.9     0.4    29.8
     8.6     7.7     8.1    39.3    42.1   195.1   209.2   310.2    65.8     0.0
   486.0   458.8   457.7   534.2   585.3   443.8   361.9   448.7   370.7   628.2
   476.9   340.2   321.2   415.6   231.6   240.3   486.8   482.2   270.8   291.6
   257.0   132.6    24.7    12.9    10.5     4.8    52.7    25.2     5.1     2.0
     0.6    12.1    13.5     1.8     9.7    26.2    19.5     8.4    15.5    23.9
    17.9    17.3     8.1     2.8     0.0     0.0     0.0     0.0     0.0     0.4
     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
     0.0     0.0     0.0     0.7     0.0    14.1     3.9     0.0     0.0     2.9
     6.5    11.2     9.0    31.5    37.4   267.5   103.3    19.3     0.0     0.0
   267.3   413.1   301.9   526.4   533.5   385.0   339.7   487.3   288.6   426.0
   547.1   506.7   243.9   269.8   181.5   137.5   339.6   404.3   356.6   433.2
   320.3   214.3   128.4    13.7     5.3     3.2    22.8     3.2     1.9     2.8
     0.0     3.1     1.3    15.7    12.2    20.4     9.9     5.4     5.6    15.2
    22.9    15.0     5.1    14.8     0.0     0.0     0.0     0.0     2.6    14.2
     3.3     0.0    15.6     3.2    10.7     0.5     2.7     0.0     0.0     0.0
     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.8
     8.7     8.4     9.5    16.0    92.0   148.5     6.6     4.4    16.2     2.6
   186.4   164.5   266.8   578.2   512.9   335.2   196.4   244.7   232.1   132.6
   218.8   524.8   373.6   217.9   120.7   164.9   225.6   429.6   449.3   246.3
   208.3   216.7    62.5    13.6     4.0     7.8     2.6     2.5    13.2    47.8
     0.3    10.3     1.7    19.8    21.2     7.8     4.7     8.9     9.7     7.7
     5.0     6.2     3.4     4.9     9.2     0.4     0.0     0.0    26.9     7.8
     6.9    16.6    45.1     8.8     0.0    11.4     0.0     0.0     0.0     0.0
     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     6.2
    14.5     9.4    11.5    14.5    20.4    37.9    10.0    19.8    14.3    11.5
   136.3    90.2   330.2   400.4   258.9   451.9   171.2   178.7    73.8   119.9
   225.0   443.9   438.2   369.8   390.6   216.4   101.6   224.2   338.5   238.4
   183.1   269.2    13.5     4.5     1.9     2.9     0.3     2.5    62.2    20.7
     0.8     9.3     6.2    11.6    11.2    12.3     4.9     9.7     4.1     6.4
     7.6     2.6    12.1    16.9    13.0     4.5     1.4     2.8     9.3    22.9
    34.4    36.8    13.7     1.4    23.0    39.3     1.7     0.0     0.0     0.0
     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     3.3     7.9
     7.0     6.1     4.9     3.7    75.4    19.0    24.8    20.0    11.1     3.7
   448.0   163.3   221.9   274.8   145.0   441.9   411.6   362.2   240.4    69.8
   137.0   278.8   231.0   469.7   444.0   434.5    78.4   174.4   361.9   267.8
   313.9   131.0     7.2     2.7     2.5     2.0     2.1     3.9    31.6    32.4
     6.9     1.6     7.1    17.9     4.4     7.0     4.9     5.4     4.0     3.5
     3.5    15.4     9.4    24.3     8.7     3.8     1.8     2.3    11.8    24.6
    69.9    22.8     2.5     1.4     2.9    57.7     3.0     0.0     0.0     0.0
     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.1     7.1
     5.0     4.4     3.2     4.4    19.5    48.4    12.5    16.0     4.8     0.0
   472.9   233.7   173.5    79.2    90.5   294.6   219.7   394.5   395.6   246.5
   107.8   217.0   204.1   251.8   343.4   576.3   194.4   103.1   353.6   218.6
   105.0    47.1    58.6     2.7     3.1     1.0    26.5   150.1    53.6    72.4
     2.0    10.1     7.9    15.2     3.6     3.7     3.1     3.5     4.0     3.5
     4.5    11.2    12.2     7.4     4.4     7.0     3.7    23.2    39.1    40.8
    36.0    17.7     2.4     3.7     9.3    10.1     5.4     0.0     0.0     0.0
     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.3     5.0
     3.2     1.6     6.1     1.9    27.8    41.5    14.1     0.0     0.0     0.0
   382.5   526.2   430.4   392.4   105.1   195.4    65.7   106.1   112.8    54.3
    94.4    29.2    31.7    73.5   243.2   362.5   196.8    75.0    57.2   201.7
   158.6    31.2     9.9    11.1     0.3     1.3   100.5   312.9   158.5    19.4
     0.0     3.8    12.1    16.2     3.5     5.6     3.7     3.3     3.5     8.6
